NAME,AGE,GENDER,SSN,BLOOD GROUP,RELIGION,SALARY,DISEASES,STATE,PINCODE
DARAGH,41,M,1261,A+,CHRISTIAN,220778,AIDS,ANDHRA PRADESH,517194
YANN,81,F,1868,A+,SIKH,217910,HEPATITIS,KERALA,670102
EVAN,45,F,1851,A-,CHRISTIAN,229313,AIDS,ANDHRA PRADESH,533429
SHREERAM,69,M,1247,O-,SIKH,207374,TYPHOID,UTTAR PRADESH,271861
SALVADOR,30,M,1130,O-,HINDU,224567,SMALL POX,PUNJAB,147021
RIO,80,M,1483,B-,HINDU,215800,HEART ATTACK,KERALA,678506
SHAARVIN,67,F,1907,O-,SIKH,202902,ARTHRITIS,HIMACHAL PRADESH,176323
DYLAN-JACK,15,M,1906,AB+,CHRISTIAN,206849,INFLUENZA,ANDHRA PRADESH,533288
GUANG,58,M,1490,A+,MUSLIM,205029,JAUNDICE,ANDHRA PRADESH,523112
CONNOR,86,M,1850,B+,MUSLIM,210260,DENGUE,JHARKHAND,829118
SAHIL,58,M,1591,A-,HINDU,231620,HYPERTENSION,ANDHRA PRADESH,522426
DHANI,68,F,1864,A+,CHRISTIAN,217207,AIDS,PUNJAB,140501
DAEGAN,51,F,1560,O+,CHRISTIAN,231506,MALARIA,HIMACHAL PRADESH,176125
SHER,93,F,1767,B-,MUSLIM,209894,AIDS,PUNJAB,144418
SAJJAD,39,M,1049,A-,HINDU,214819,SMALL POX,MAHARASHTRA,400055
SURIEN,35,F,1389,O+,CHRISTIAN,224975,TYPHOID,ANDHRA PRADESH,524142
HAMZA,86,M,1148,O-,HINDU,215242,RABIES,HIMACHAL PRADESH,176311
JONATAN,78,F,1362,A+,MUSLIM,207540,MEASLES,ANDHRA PRADESH,532460
GREIG,31,F,1515,B+,MUSLIM,219555,HYPERTENSION,ASSAM,788713
SAHAIB,59,F,1106,AB+,SIKH,217032,ARTHRITIS,HIMACHAL PRADESH,176095
SHAYE,45,M,1421,AB-,CHRISTIAN,201434,ARTHRITIS,ANDHRA PRADESH,532440
COBY,80,F,1482,AB+,CHRISTIAN,228326,AIDS,HARYANA,136034
FYNN,68,M,1534,AB-,SIKH,209563,INFLUENZA,HIMACHAL PRADESH,173208
COREY,73,F,1791,O-,MUSLIM,213316,RABIES,ARUNACHAL PRADESH,792111
ABUBAKAR,85,F,1485,A+,CHRISTIAN,205456,DENGUE,ASSAM,784507
ZECHARIAH,79,M,1871,B+,SIKH,217874,DIARRHEA,ANDHRA PRADESH,531040
SHREERAM,63,M,1033,A-,SIKH,217349,AIDS,HARYANA,124401
DERRYN,35,M,1522,O+,HINDU,224440,CHICKEN POX,ANDHRA PRADESH,522020
COBI,80,M,1829,O+,MUSLIM,225595,HEART ATTACK,ANDHRA PRADESH,516362
SEAN-PAUL,48,F,1895,A+,SIKH,229401,BRAIN TUMOUR,BIHAR,821101
EWAN,25,M,1869,AB+,CHRISTIAN,215888,HEPATITIS,UTTAR PRADESH,273201
COBAIN,75,M,1672,O-,HINDU,230396,MEASLES,ASSAM,785676
YANG,71,F,1762,A-,HINDU,220801,MEASLES,WEST BENGAL,723131
RIYADH,67,M,1979,AB+,SIKH,219438,SMALL POX,ANDHRA PRADESH,518523
WAYNE,80,F,1583,A+,CHRISTIAN,213799,BRAIN TUMOUR,KERALA,678685
DANTE,61,F,1203,O-,MUSLIM,210314,MEASLES,ANDHRA PRADESH,517503
REGEAN,50,F,1854,A-,HINDU,218655,ASTHMA,ANDHRA PRADESH,534198
EMIR,74,M,1772,B-,MUSLIM,228484,TYPHOID,ANDHRA PRADESH,523246
JACKSON,23,F,1207,O+,SIKH,225663,TYPHOID,ANDHRA PRADESH,517561
SUNNY,75,M,1572,A-,CHRISTIAN,207926,CHOLERA,ANDHRA PRADESH,534102
RALFS,44,M,1723,B+,MUSLIM,217014,TETANUS,ANDHRA PRADESH,515767
SAJJAD,88,M,1097,O+,SIKH,213209,HEART ATTACK,HARYANA,136135
HARIKRISHNA,94,M,1176,AB-,MUSLIM,207244,DIARRHEA,JHARKHAND,828142
TOLUWALASE,90,F,1185,B+,CHRISTIAN,218227,ASTHMA,ANDHRA PRADESH,535273
DEON,66,F,1781,O-,HINDU,207387,CHICKEN POX,BIHAR,845307
AMRINDER,44,F,1563,AB+,HINDU,223910,CANCER,ANDHRA PRADESH,535126
SHER,34,M,1503,B-,SIKH,231174,CANCER,ANDHRA PRADESH,516356
RUFUS,61,M,1161,AB+,CHRISTIAN,216361,BRAIN TUMOUR,KERALA,673580
ABDURRAHEEM,27,M,1247,A+,CHRISTIAN,228810,EBOLA,HARYANA,126112
SHAARVIN,63,F,1212,B-,SIKH,201014,CHOLERA,WEST BENGAL,723131
ZAKARY,87,F,1329,AB+,MUSLIM,225274,STROKE,ARUNACHAL PRADESH,792129
CIANN,66,M,1959,B+,SIKH,207757,BRAIN TUMOUR,HIMACHAL PRADESH,176319
RIDWAN,30,F,1144,O+,CHRISTIAN,212322,JAUNDICE,HARYANA,133201
RHIAN,58,M,1060,B-,CHRISTIAN,216905,STROKE,ARUNACHAL PRADESH,791122
ZIJIE,37,F,1319,AB+,SIKH,225209,CHICKEN POX,UTTAR PRADESH,262804
RYLIE,42,F,1565,B-,HINDU,214789,HEART ATTACK,JHARKHAND,835302
DEAGAN,63,M,1934,A+,CHRISTIAN,207516,DENGUE,ANDHRA PRADESH,523357
ANTOINE,77,M,1141,O+,HINDU,222637,DENGUE,ANDHRA PRADESH,517102
ANNDRA,48,F,1876,O+,MUSLIM,216576,DENGUE,MAHARASHTRA,402305
GAVIN,78,F,1458,A+,SIKH,208434,BRAIN TUMOUR,HARYANA,125033
TITI,75,F,1714,AB+,CHRISTIAN,210321,MEASLES,HARYANA,123021
JONSON,29,F,1161,A-,HINDU,219738,HEPATITIS,ANDHRA PRADESH,515405
CUILLIN,43,F,1938,O+,SIKH,210733,HYPERTENSION,ANDHRA PRADESH,533428
ARCHIBALD,15,M,1397,AB+,HINDU,230959,SWINE FLU,ANDHRA PRADESH,517588
TEYDREN,86,F,1717,O+,HINDU,222130,TYPHOID,HARYANA,132107
DENNAN,77,F,1802,O+,MUSLIM,221783,SMALL POX,ANDHRA PRADESH,535183
REMO,46,M,1561,AB-,MUSLIM,226985,STROKE,ANDHRA PRADESH,535527
AILIN,77,M,1827,A-,HINDU,203093,JAUNDICE,ANDHRA PRADESH,517641
ZE,65,M,1962,AB-,MUSLIM,222631,INFLUENZA,PUNJAB,144703
EOGHAN,63,M,1113,AB+,SIKH,211575,CHOLERA,PUNJAB,152026
RYAAN,87,M,1360,O-,MUSLIM,230647,SMALL POX,ANDHRA PRADESH,517172
ALEKSANDAR,92,F,1351,B-,CHRISTIAN,206359,SWINE FLU,ANDHRA PRADESH,524302
SOLOMON,48,M,1717,O+,CHRISTIAN,231063,CHOLERA,ANDHRA PRADESH,522259
COLL,91,M,1417,A-,HINDU,200421,INFLUENZA,KERALA,676552
TOMAS,62,M,1031,AB+,SIKH,207375,DENGUE,ANDHRA PRADESH,518176
JESUSEUN,51,M,1680,O-,MUSLIM,205973,INFLUENZA,ASSAM,788004
TORIN,92,F,1236,A-,MUSLIM,203396,RABIES,HIMACHAL PRADESH,174001
COHAN,17,F,1149,O-,HINDU,232636,AIDS,ANDHRA PRADESH,533450
ELLISANDRO,61,F,1381,A+,MUSLIM,208419,TETANUS,HIMACHAL PRADESH,173027
GLEN,21,F,1889,O-,MUSLIM,200315,EBOLA,ANDHRA PRADESH,522410
AON,86,F,1740,A-,CHRISTIAN,202591,MEASLES,HIMACHAL PRADESH,174015
JAE,43,F,1681,AB+,MUSLIM,211409,AIDS,ANDHRA PRADESH,523304
JOSAN,30,M,1327,B+,CHRISTIAN,221053,TYPHOID,KERALA,689531
RAVIN,69,F,1612,AB+,MUSLIM,209636,CANCER,UTTAR PRADESH,262721
ALIEU,44,M,1110,A-,HINDU,217852,DIARRHEA,ODISHA,761126
COLUM,37,M,1318,A-,SIKH,213992,CANCER,ANDHRA PRADESH,522315
ALASDAIR,86,M,1778,AB-,SIKH,212986,INFLUENZA,ANDHRA PRADESH,523331
AMANI,69,M,1719,O-,CHRISTIAN,204990,HYPERTENSION,HARYANA,125106
JERONIMO,64,M,1019,A+,MUSLIM,229003,CANCER,ANDHRA PRADESH,535527
TAMIEM,48,F,1153,AB+,CHRISTIAN,223150,MALARIA,ANDHRA PRADESH,521369
ROHIN,34,M,1138,O+,CHRISTIAN,208950,DIARRHEA,HARYANA,124501
RAY,94,F,1018,B+,MUSLIM,227531,AIDS,PUNJAB,143114
CONNAR,86,M,1596,O-,HINDU,212628,JAUNDICE,PUNJAB,152124
ROGER,68,F,1541,O-,MUSLIM,208344,EBOLA,HIMACHAL PRADESH,176033
SHEA,15,F,1507,AB+,CHRISTIAN,204202,TYPHOID,ANDHRA PRADESH,523329
SEPHIROTH,54,F,1289,AB+,SIKH,229584,CHICKEN POX,ANDHRA PRADESH,535557
DEAGAN,61,M,1510,AB-,MUSLIM,221123,CHOLERA,PUNJAB,148020
ABDUR-RAHMAN,54,M,1455,O-,SIKH,219133,STROKE,ANDHRA PRADESH,523169
STEPHENJUNIOR,16,F,1942,A+,MUSLIM,210803,JAUNDICE,JHARKHAND,827010
CONAN,94,M,1806,AB-,MUSLIM,207511,DIARRHEA,HARYANA,127028
REN,17,M,1845,A-,CHRISTIAN,216129,SMALL POX,ANDHRA PRADESH,523271
HAMZAH,73,F,1242,B+,SIKH,230971,ARTHRITIS,ANDHRA PRADESH,522304
DILLON,59,M,1615,A+,CHRISTIAN,202360,TETANUS,BIHAR,811213
DREW,90,F,1378,A+,SIKH,226114,EBOLA,ANDHRA PRADESH,522660
ALYAS,40,M,1411,A-,SIKH,214443,SMALL POX,PUNJAB,151108
VEERAN,52,M,1926,B+,HINDU,223390,BRAIN TUMOUR,ANDHRA PRADESH,522330
TOBEY,53,F,1333,B-,CHRISTIAN,205093,STROKE,ANDHRA PRADESH,535003
ALVIN,26,F,1548,A+,MUSLIM,214602,STROKE,ANDHRA PRADESH,531081
TOM,52,F,1918,O-,CHRISTIAN,208438,EBOLA,KERALA,680518
WALTER,45,F,1403,O-,SIKH,210987,JAUNDICE,JAMMU & KASHMIR,180012
AIDIAN,53,F,1714,B+,MUSLIM,201666,SWINE FLU,ANDHRA PRADESH,535547
SKYE,61,M,1171,B+,SIKH,200763,JAUNDICE,ODISHA,767037
EWAN,42,M,1113,O-,SIKH,219418,ASTHMA,ANDHRA PRADESH,522233
CONNAL,28,M,1615,B+,CHRISTIAN,230922,MALARIA,KERALA,689677
FAIZAAN,44,M,1376,AB+,CHRISTIAN,216050,MEASLES,KARNATAKA,571108
CONALL,17,M,1904,O-,MUSLIM,222258,EBOLA,ANDHRA PRADESH,534245
AMMER,57,F,1336,O+,MUSLIM,227649,BRAIN TUMOUR,ANDHRA PRADESH,533483
GABRIEL,79,F,1527,A-,MUSLIM,208380,DIARRHEA,KERALA,678007
FINAN,32,F,1901,B-,SIKH,208453,STROKE,ANDHRA PRADESH,516361
ROGER,80,F,1108,B-,HINDU,215348,JAUNDICE,BIHAR,821301
SUDAIS,81,F,1954,AB+,CHRISTIAN,202837,CANCER,ANDHRA PRADESH,533016
SOLOMON,93,M,1915,O-,SIKH,221563,MEASLES,HIMACHAL PRADESH,173024
GRAHAME,29,M,1429,A+,MUSLIM,210431,CANCER,ANDHRA PRADESH,515101
RHEYDEN,89,F,1908,O+,HINDU,207193,HEPATITIS,HARYANA,125121
EDDIE,94,M,1300,O+,CHRISTIAN,210452,MEASLES,HIMACHAL PRADESH,175026
CULLIN,94,M,1279,O+,MUSLIM,226215,ARTHRITIS,ANDHRA PRADESH,524222
FORBES,24,F,1618,O+,CHRISTIAN,222461,INFLUENZA,ANDHRA PRADESH,516289
HAMAD,86,M,1917,O-,MUSLIM,215369,DIARRHEA,UTTAR PRADESH,273212
STEPHEN,70,F,1507,B+,SIKH,223517,DIABETES,UTTAR PRADESH,271603
DIESIL,77,F,1241,B+,CHRISTIAN,212841,DENGUE,ANDHRA PRADESH,516101
ALISHAN,86,F,1469,O+,SIKH,204939,TYPHOID,ANDHRA PRADESH,515763
CORIE,91,F,1976,A-,SIKH,227151,HYPERTENSION,ANDHRA PRADESH,534301
SAHAIB,48,M,1423,B-,MUSLIM,208234,CANCER,ANDHRA PRADESH,522617
SAMAN,75,M,1956,O-,MUSLIM,204208,ARTHRITIS,UTTAR PRADESH,271201
EMERSON,45,M,1510,O-,SIKH,206618,DENGUE,ASSAM,788010
TY,17,M,1386,B+,HINDU,200479,DIARRHEA,ANDHRA PRADESH,515761
ZACHARIYA,87,M,1733,O+,MUSLIM,211746,JAUNDICE,PUNJAB,143506
ELLIOTT,23,F,1515,AB-,CHRISTIAN,224698,ASTHMA,TAMIL NADU,631205
KADYN,42,F,1303,B+,CHRISTIAN,212877,DIABETES,HARYANA,125048
FRASER,36,F,1422,B-,CHRISTIAN,200258,HYPERTENSION,UTTAR PRADESH,273152
JACKY,30,M,1932,AB+,SIKH,207165,RABIES,ANDHRA PRADESH,535526
ALIEKBER,92,F,1256,AB+,CHRISTIAN,206692,DIARRHEA,ANDHRA PRADESH,524310
WALID,36,F,1574,B+,CHRISTIAN,225537,SWINE FLU,MAHARASHTRA,415612
SAIM,57,F,1085,O-,MUSLIM,231040,SMALL POX,ANDHRA PRADESH,516401
JUDAH,86,F,1836,B-,CHRISTIAN,216028,JAUNDICE,HIMACHAL PRADESH,176317
JACOB,90,F,1343,B-,SIKH,215124,CHICKEN POX,KARNATAKA,573201
GEORGIA,80,F,1132,B+,HINDU,205584,RABIES,HIMACHAL PRADESH,176312
ROHIN,83,F,1653,O+,HINDU,224524,ARTHRITIS,ANDHRA PRADESH,518112
TIERAN,61,F,1098,O+,CHRISTIAN,224766,CANCER,ANDHRA PRADESH,523357
JEDIDIAH,73,M,1918,A+,HINDU,222146,CHICKEN POX,MAHARASHTRA,415610
TOBI,85,M,1480,O-,MUSLIM,204075,DIARRHEA,PUNJAB,144036
FILIP,86,F,1425,A-,SIKH,207687,ARTHRITIS,WEST BENGAL,721626
ALLESANDRO,40,M,1200,O+,CHRISTIAN,216342,CHICKEN POX,HARYANA,125051
ENZO,74,M,1886,B+,SIKH,231400,HYPERTENSION,ANDHRA PRADESH,531029
JOHNPAUL,81,F,1321,A-,SIKH,224643,ASTHMA,ASSAM,785675
TAMIEM,28,F,1625,B+,SIKH,212902,DIABETES,GUJARAT,387130
FLORIN,18,F,1228,O+,SIKH,202776,RABIES,ANDHRA PRADESH,516217
GEOFF,79,F,1232,AB+,MUSLIM,208026,AIDS,KARNATAKA,570001
HAN,77,F,1451,A+,MUSLIM,204583,ASTHMA,ANDHRA PRADESH,523291
ZACHARIYA,87,F,1947,AB-,MUSLIM,219713,EBOLA,ANDHRA PRADESH,522304
ZOHAIR,38,F,1279,A+,MUSLIM,203756,BRAIN TUMOUR,KERALA,673596
DERYN,61,F,1089,O-,HINDU,217208,JAUNDICE,KERALA,680102
AMI,62,M,1552,AB-,SIKH,226911,ASTHMA,HIMACHAL PRADESH,173027
SHAHMIR,71,F,1369,AB-,SIKH,218842,TYPHOID,KERALA,689121
ALBER,59,F,1288,A-,HINDU,201411,CHICKEN POX,ANDHRA PRADESH,535006
REID,48,M,1870,O+,SIKH,202905,RABIES,ANDHRA PRADESH,522330
CODIE,77,M,1930,AB+,SIKH,219683,EBOLA,PUNJAB,144205
JAKSYN,30,M,1884,O+,CHRISTIAN,222276,RABIES,ANDHRA PRADESH,530002
SEONAIDH,31,M,1416,A+,HINDU,220915,DIARRHEA,ASSAM,784176
UMAIR,47,M,1271,A+,MUSLIM,205693,DENGUE,ANDHRA PRADESH,517002
ALLY,88,M,1695,B-,HINDU,223016,CHICKEN POX,ANDHRA PRADESH,535527
ANTHONY-JOHN,66,M,1640,O-,HINDU,201508,HEART ATTACK,UTTAR PRADESH,284301
ALED,39,F,1784,B-,HINDU,225968,INFLUENZA,KERALA,678008
DAUMANTAS,65,F,1670,B+,CHRISTIAN,203477,TYPHOID,HARYANA,132107
SAYEED,41,F,1429,O-,HINDU,227747,TYPHOID,WEST BENGAL,721658
GRAHAM,34,M,1649,O-,HINDU,204961,ARTHRITIS,HARYANA,132023
SANDY,53,M,1858,O+,MUSLIM,212299,DENGUE,KERALA,689624
D'ARCY,47,F,1392,AB-,CHRISTIAN,204615,CHOLERA,ANDHRA PRADESH,531149
JAGAT,55,M,1471,AB-,HINDU,226872,MALARIA,ANDHRA PRADESH,517257
DARL,43,F,1493,A+,CHRISTIAN,210103,CHOLERA,ASSAM,783123
ALA,89,F,1884,A+,MUSLIM,229018,DENGUE,KERALA,689507
ZHUO,58,F,1806,AB-,MUSLIM,220585,AIDS,PUNJAB,148034
DIARMID,27,F,1920,B-,HINDU,224956,RABIES,ANDHRA PRADESH,516396
RILEY,75,M,1731,B-,MUSLIM,230627,HEART ATTACK,ANDHRA PRADESH,515123
HARIS,92,F,1835,A+,CHRISTIAN,211973,MEASLES,HIMACHAL PRADESH,171201
DEVLYN,32,M,1621,AB-,SIKH,203847,HYPERTENSION,JHARKHAND,827302
DAMIEN,52,F,1430,A-,MUSLIM,204452,EBOLA,ANDHRA PRADESH,523320
ROAN,54,M,1804,B+,HINDU,214866,CHOLERA,ANDHRA PRADESH,517590
COEL,73,F,1022,O-,CHRISTIAN,209762,CHICKEN POX,WEST BENGAL,721631
DANIEL-JAMES,42,F,1540,O+,SIKH,213588,SWINE FLU,WEST BENGAL,723202
SERGIO,61,M,1874,A-,MUSLIM,206703,AIDS,ANDHRA PRADESH,535547
GREGORY,73,F,1231,O+,MUSLIM,229403,AIDS,UTTAR PRADESH,273165
PRESTON,30,M,1769,A+,SIKH,207038,JAUNDICE,ANDHRA PRADESH,534328
FAHAD,57,F,1237,AB-,CHRISTIAN,224435,DENGUE,ODISHA,761144
GUTHRIE,63,M,1966,B+,MUSLIM,201367,TETANUS,KERALA,670703
DYLLAN-JAMES,45,M,1122,O-,SIKH,206439,TETANUS,KERALA,673572
RAMONE,51,M,1301,A+,CHRISTIAN,221550,EBOLA,PUNJAB,140117
JADEN,65,M,1351,O+,SIKH,228048,DIABETES,MAHARASHTRA,415102
ABDURRAHEEM,18,M,1543,A+,SIKH,223777,TETANUS,ANDHRA PRADESH,524001
JOSHIAH,78,M,1719,B+,HINDU,209241,SWINE FLU,HIMACHAL PRADESH,172033
TOMASZ,41,F,1245,AB-,HINDU,218546,AIDS,KERALA,671532
ANIS,85,M,1858,O+,HINDU,213851,CHOLERA,ANDHRA PRADESH,524305
RAFAL,41,F,1412,A-,SIKH,230388,SMALL POX,UTTARAKHAND,249196
ZAINE,75,M,1996,AB-,HINDU,208683,SMALL POX,PUNJAB,142042
SHAROZ,54,M,1435,AB-,SIKH,202404,SMALL POX,ARUNACHAL PRADESH,790106
RALFS,84,M,1339,O+,CHRISTIAN,212455,ASTHMA,ARUNACHAL PRADESH,791102
JARRED,46,M,1958,AB-,SIKH,228929,MALARIA,ARUNACHAL PRADESH,791102
RENG,47,M,1495,AB-,CHRISTIAN,212280,CANCER,UTTARAKHAND,248196
ZENDEL,63,F,1171,AB+,CHRISTIAN,229584,CHOLERA,UTTAR PRADESH,284123
TIYLAR,83,M,1385,AB+,SIKH,223655,EBOLA,ANDHRA PRADESH,518112
ALISDAIR,90,M,1626,AB-,HINDU,212890,HEART ATTACK,UTTAR PRADESH,273207
ABDULKADIR,80,M,1945,B-,SIKH,220661,MALARIA,ASSAM,787061
CORIN,38,F,1343,O-,CHRISTIAN,226013,SWINE FLU,ANDHRA PRADESH,515774
DOMENICO,93,M,1553,A+,SIKH,220065,DENGUE,ANDHRA PRADESH,535204
GEORGE,41,F,1868,A-,CHRISTIAN,213357,MEASLES,HIMACHAL PRADESH,171007
TISLOH,55,M,1873,AB+,SIKH,210635,HEPATITIS,ANDHRA PRADESH,522549
ZAKARIA,69,M,1483,O-,MUSLIM,213666,ARTHRITIS,ASSAM,787032
DENIS,39,F,1806,O-,SIKH,215820,TETANUS,ANDHRA PRADESH,532460
JUDE,77,M,1437,AB-,HINDU,232664,SMALL POX,ANDHRA PRADESH,522612
UZAYR,17,F,1739,O+,HINDU,227201,STROKE,ANDHRA PRADESH,523117
TAIT,59,M,1139,A-,SIKH,203059,JAUNDICE,HARYANA,125106
JASPER,24,F,1420,AB+,HINDU,204174,STROKE,HIMACHAL PRADESH,174320
GEORDAN,81,M,1232,A-,CHRISTIAN,208842,HEART ATTACK,ANDHRA PRADESH,523303
SANFUR,20,M,1866,B+,MUSLIM,218832,EBOLA,PUNJAB,152132
ZACHARY-MARC,85,M,1427,AB-,MUSLIM,204255,CHOLERA,ANDHRA PRADESH,523180
RIACH,55,M,1326,O-,HINDU,226100,CHICKEN POX,ANDHRA PRADESH,517619
ZINEDINE,79,F,1496,A-,CHRISTIAN,212083,CANCER,ANDHRA PRADESH,521122
DHYIA,21,M,1107,O-,HINDU,218967,HEART ATTACK,PUNJAB,152005
GREIG,48,F,1758,A+,MUSLIM,208584,ASTHMA,PUNJAB,144222
RAJAN,70,F,1357,B+,SIKH,220311,TETANUS,ANDHRA PRADESH,532195
FRANCO,37,M,1580,O-,SIKH,232652,ARTHRITIS,UTTAR PRADESH,209204
STRACHAN,40,F,1890,B+,CHRISTIAN,224106,STROKE,ANDHRA PRADESH,532168
DAVID-JAY,28,F,1451,A+,MUSLIM,214427,CHICKEN POX,ANDHRA PRADESH,531162
JOHN-SCOTT,32,M,1755,O-,CHRISTIAN,208956,EBOLA,HIMACHAL PRADESH,175101
ALVERN,68,M,1839,A+,HINDU,219464,TYPHOID,PUNJAB,142047
RHUDI,40,M,1594,O+,SIKH,219649,DIARRHEA,KERALA,691543
TREY,84,F,1675,O+,CHRISTIAN,230514,STROKE,PUNJAB,143119
JOHNNIE,78,M,1928,AB-,MUSLIM,223886,STROKE,KERALA,680587
FLINT,42,F,1170,O+,SIKH,204288,MALARIA,UTTAR PRADESH,284122
ERIK,41,M,1184,A+,SIKH,217199,DIARRHEA,ANDHRA PRADESH,524346
DEAN,29,F,1983,B-,CHRISTIAN,230396,MALARIA,ANDHRA PRADESH,523252
AREEB,47,F,1676,A-,CHRISTIAN,219885,HEART ATTACK,ANDHRA PRADESH,524308
FLINT,18,F,1165,O-,SIKH,203789,MEASLES,PUNJAB,141008
TALHA,76,M,1536,O-,CHRISTIAN,219876,ASTHMA,PUNJAB,146113
THOMSON,92,M,1417,A-,HINDU,210901,ASTHMA,HIMACHAL PRADESH,171018
JOHN-MICHAEL,87,M,1253,O+,CHRISTIAN,208659,HEART ATTACK,UTTAR PRADESH,209841
GUANG,57,M,1301,O-,SIKH,225174,CHICKEN POX,ANDHRA PRADESH,515711
ANNAN,66,F,1700,AB+,MUSLIM,229362,RABIES,JAMMU & KASHMIR,180007
GEORGIA,28,F,1984,O+,SIKH,221795,BRAIN TUMOUR,ARUNACHAL PRADESH,792120
DEVIN,40,M,1018,AB-,SIKH,228053,JAUNDICE,MAHARASHTRA,415724
EIHLI,84,F,1126,A+,HINDU,218464,CANCER,WEST BENGAL,723130
TYMOTEUSZ,67,F,1112,O-,CHRISTIAN,215072,STROKE,ANDHRA PRADESH,522112
JOCK,79,M,1169,A+,SIKH,227397,SWINE FLU,ARUNACHAL PRADESH,791101
SYMON,32,M,1288,B-,CHRISTIAN,226108,ARTHRITIS,MAHARASHTRA,413005
TAONGA,15,M,1660,AB-,HINDU,202942,JAUNDICE,ANDHRA PRADESH,524142
XAVIER,80,M,1875,AB-,HINDU,209355,ASTHMA,JHARKHAND,835213
CRUIZ,52,F,1683,AB-,HINDU,225746,AIDS,PUNJAB,144409
JAYDON,82,F,1812,B+,HINDU,211444,SMALL POX,KERALA,686578
FIACHRA,56,M,1565,A-,CHRISTIAN,213414,INFLUENZA,KARNATAKA,583131
STEVEN-LEE,70,F,1274,A-,SIKH,230959,JAUNDICE,ANDHRA PRADESH,517192
JAZ,57,M,1788,B+,CHRISTIAN,231902,INFLUENZA,ANDHRA PRADESH,532443
DOUGLAS,56,M,1585,B-,MUSLIM,218054,AIDS,ASSAM,783325
ARANDEEP,60,M,1762,B-,SIKH,221969,ARTHRITIS,WEST BENGAL,723152
ANISH,69,F,1558,O-,HINDU,213340,HEART ATTACK,BIHAR,811105
FARREN,17,F,1481,O-,SIKH,230368,MALARIA,HIMACHAL PRADESH,176308
JOSTELLE,40,F,1563,B-,CHRISTIAN,224753,RABIES,ANDHRA PRADESH,533102
DEVAN,49,M,1231,AB-,HINDU,217546,HEART ATTACK,ANDHRA PRADESH,523333
DEREK,50,F,1616,A+,HINDU,203881,STROKE,ANDHRA PRADESH,522616
GRIFFIN,73,M,1362,B-,MUSLIM,213631,DIABETES,MAHARASHTRA,422004
ANDREAS,22,M,1373,O-,HINDU,223175,RABIES,ANDHRA PRADESH,523245
WINDSOR,85,M,1865,O+,HINDU,207262,CANCER,HIMACHAL PRADESH,176311
GUERIN,89,M,1203,B-,HINDU,210203,CHOLERA,ANDHRA PRADESH,523227
JAOSHA,86,M,1182,A+,MUSLIM,230284,MALARIA,JHARKHAND,828142
ANTONY,26,M,1663,O-,CHRISTIAN,228598,CANCER,ANDHRA PRADESH,517643
RILEY,69,F,1367,B+,HINDU,222054,DENGUE,NAGALAND,797112
CORIN,53,M,1338,O-,MUSLIM,212722,CHICKEN POX,ARUNACHAL PRADESH,792055
RAYAN,66,M,1651,AB-,HINDU,220132,AIDS,WEST BENGAL,723152
COREY,34,F,1739,B+,SIKH,211304,TYPHOID,TAMIL NADU,631203
TEODOR,18,M,1986,A+,MUSLIM,220037,BRAIN TUMOUR,UTTARAKHAND,246174
VALERY,68,M,1914,B-,MUSLIM,229726,ARTHRITIS,HIMACHAL PRADESH,175122
ANTHONY,57,F,1162,O+,MUSLIM,200832,STROKE,GUJARAT,384335
RONAN,90,M,1881,B+,CHRISTIAN,204251,TETANUS,GUJARAT,394230
EADIE,32,F,1456,AB+,SIKH,212631,ARTHRITIS,ANDHRA PRADESH,523241
STANLEY,85,M,1611,AB+,MUSLIM,215962,INFLUENZA,JHARKHAND,835235
JOSH,78,F,1770,B-,HINDU,215640,ASTHMA,ANDHRA PRADESH,516002
STEFANO,26,M,1063,AB-,HINDU,221067,TYPHOID,PUNJAB,148021
REMIGIUSZ,32,M,1550,O-,SIKH,206303,EBOLA,UTTAR PRADESH,273404
ALLEN,20,M,1442,AB+,CHRISTIAN,208722,DIARRHEA,ANDHRA PRADESH,533294
ROSS-ANDREW,50,M,1187,A+,HINDU,224221,SMALL POX,ANDHRA PRADESH,535001
XIAO,47,F,1807,AB-,SIKH,209979,MEASLES,HIMACHAL PRADESH,172110
CULLIN,32,M,1774,A+,CHRISTIAN,231614,MALARIA,ANDHRA PRADESH,534341
RUBHAN,25,F,1585,AB+,MUSLIM,212807,HEPATITIS,BIHAR,845438
ZIYAAN,86,M,1349,O+,MUSLIM,200839,SWINE FLU,ANDHRA PRADESH,533436
TANE,46,M,1771,AB+,CHRISTIAN,217605,INFLUENZA,KERALA,686605
DOUGLAS,48,F,1833,AB-,SIKH,216787,AIDS,BIHAR,821109
QIRUI,61,F,1274,A+,SIKH,205278,STROKE,ANDHRA PRADESH,532220
DAYMIAN,48,M,1233,A+,HINDU,219127,TETANUS,ANDHRA PRADESH,532195
ROBBIE-LEE,70,M,1771,A-,SIKH,208168,JAUNDICE,ANDHRA PRADESH,522436
TEO,56,M,1485,AB+,MUSLIM,216484,AIDS,ANDHRA PRADESH,523368
RIKKI,63,F,1024,O-,HINDU,207146,EBOLA,PUNJAB,144224
TYE,28,M,1719,B+,HINDU,213757,STROKE,ANDHRA PRADESH,523336
DISSANAYAKE,20,F,1113,AB+,HINDU,204131,HEPATITIS,KERALA,679580
